type, size, algo, threshold, avg_ms
random, 96800, best, 16, 9
random, 96900, quick, -1, 13
random, 96900, best, 16, 9
random, 97000, quick, -1, 13
random, 97000, best, 16, 9
random, 97100, quick, -1, 12
random, 97100, best, 16, 9
random, 97200, quick, -1, 12
random, 97200, best, 16, 9
random, 97300, quick, -1, 12
random, 97300, best, 16, 9
random, 97400, quick, -1, 12
random, 97400, best, 16, 9
random, 97500, quick, -1, 12
random, 97500, best, 16, 9
random, 97600, quick, -1, 12
random, 97600, best, 16, 9
random, 97700, quick, -1, 12
random, 97700, best, 16, 9
random, 97800, quick, -1, 12
random, 97800, best, 16, 9
random, 97900, quick, -1, 12
random, 97900, best, 16, 9
random, 98000, quick, -1, 12
random, 98000, best, 16, 9
random, 98100, quick, -1, 12
random, 98100, best, 16, 9
random, 98200, quick, -1, 12
random, 98200, best, 16, 9
random, 98300, quick, -1, 12
random, 98300, best, 16, 9
random, 98400, quick, -1, 12
random, 98400, best, 16, 9
random, 98500, quick, -1, 12
random, 98500, best, 16, 9
random, 98600, quick, -1, 12
random, 98600, best, 16, 9
random, 98700, quick, -1, 12
random, 98700, best, 16, 9
random, 98800, quick, -1, 12
random, 98800, best, 16, 9
random, 98900, quick, -1, 12
random, 98900, best, 16, 9
random, 99000, quick, -1, 12
random, 99000, best, 16, 9
random, 99100, quick, -1, 13
random, 99100, best, 16, 23
random, 99200, quick, -1, 15
random, 99200, best, 16, 10
random, 99300, quick, -1, 14
random, 99300, best, 16, 10
random, 99400, quick, -1, 13
random, 99400, best, 16, 9
random, 99500, quick, -1, 13
random, 99500, best, 16, 10
random, 99600, quick, -1, 14
random, 99600, best, 16, 9
random, 99700, quick, -1, 44
random, 99700, best, 16, 11
random, 99800, quick, -1, 14
random, 99800, best, 16, 11
random, 99900, quick, -1, 13
random, 99900, best, 16, 9
random, 100000, quick, -1, 13
random, 100000, best, 16, 9
reverse, 500, quick, -1, 0
reverse, 500, best, 16, 0
reverse, 600, quick, -1, 0
reverse, 600, best, 16, 0
reverse, 700, quick, -1, 0
reverse, 700, best, 16, 0
reverse, 800, quick, -1, 0
reverse, 800, best, 16, 0
reverse, 900, quick, -1, 0
reverse, 900, best, 16, 0
reverse, 1000, quick, -1, 0
reverse, 1000, best, 16, 0
reverse, 1100, quick, -1, 0
reverse, 1100, best, 16, 0
reverse, 1200, quick, -1, 0
reverse, 1200, best, 16, 0
reverse, 1300, quick, -1, 0
reverse, 1300, best, 16, 0
reverse, 1400, quick, -1, 0
reverse, 1400, best, 16, 0
reverse, 1500, quick, -1, 0
reverse, 1500, best, 16, 0
reverse, 1600, quick, -1, 0
reverse, 1600, best, 16, 0
reverse, 1700, quick, -1, 0
reverse, 1700, best, 16, 0
reverse, 1800, quick, -1, 0
reverse, 1800, best, 16, 0
reverse, 1900, quick, -1, 0
reverse, 1900, best, 16, 0
reverse, 2000, quick, -1, 0
reverse, 2000, best, 16, 0
reverse, 2100, quick, -1, 0
reverse, 2100, best, 16, 0
reverse, 2200, quick, -1, 0
reverse, 2200, best, 16, 0
reverse, 2300, quick, -1, 0
reverse, 2300, best, 16, 0
reverse, 2400, quick, -1, 0
reverse, 2400, best, 16, 0
reverse, 2500, quick, -1, 0
reverse, 2500, best, 16, 0
reverse, 2600, quick, -1, 0
reverse, 2600, best, 16, 0
reverse, 2700, quick, -1, 0
reverse, 2700, best, 16, 0
reverse, 2800, quick, -1, 0
reverse, 2800, best, 16, 0
reverse, 2900, quick, -1, 0
reverse, 2900, best, 16, 0
reverse, 3000, quick, -1, 0
reverse, 3000, best, 16, 0
reverse, 3100, quick, -1, 0
reverse, 3100, best, 16, 0
reverse, 3200, quick, -1, 0
reverse, 3200, best, 16, 0
reverse, 3300, quick, -1, 0
reverse, 3300, best, 16, 0
reverse, 3400, quick, -1, 0
reverse, 3400, best, 16, 0
reverse, 3500, quick, -1, 0
reverse, 3500, best, 16, 0
reverse, 3600, quick, -1, 0
reverse, 3600, best, 16, 0
reverse, 3700, quick, -1, 0
reverse, 3700, best, 16, 0
reverse, 3800, quick, -1, 0
reverse, 3800, best, 16, 0
reverse, 3900, quick, -1, 0
reverse, 3900, best, 16, 0
reverse, 4000, quick, -1, 0
reverse, 4000, best, 16, 0
reverse, 4100, quick, -1, 0
reverse, 4100, best, 16, 0
reverse, 4200, quick, -1, 0
reverse, 4200, best, 16, 0
reverse, 4300, quick, -1, 0
reverse, 4300, best, 16, 0
reverse, 4400, quick, -1, 0
reverse, 4400, best, 16, 0
reverse, 4500, quick, -1, 0
reverse, 4500, best, 16, 0
reverse, 4600, quick, -1, 0
reverse, 4600, best, 16, 0
reverse, 4700, quick, -1, 0
reverse, 4700, best, 16, 0
reverse, 4800, quick, -1, 0
reverse, 4800, best, 16, 0
reverse, 4900, quick, -1, 0
reverse, 4900, best, 16, 0
reverse, 5000, quick, -1, 0
reverse, 5000, best, 16, 0
reverse, 5100, quick, -1, 0
reverse, 5100, best, 16, 0
reverse, 5200, quick, -1, 0
reverse, 5200, best, 16, 0
reverse, 5300, quick, -1, 0
reverse, 5300, best, 16, 0
reverse, 5400, quick, -1, 0
reverse, 5400, best, 16, 0
reverse, 5500, quick, -1, 0
reverse, 5500, best, 16, 0
reverse, 5600, quick, -1, 0
reverse, 5600, best, 16, 0
reverse, 5700, quick, -1, 0
reverse, 5700, best, 16, 0
reverse, 5800, quick, -1, 0
reverse, 5800, best, 16, 0
reverse, 5900, quick, -1, 0
reverse, 5900, best, 16, 0
reverse, 6000, quick, -1, 0
reverse, 6000, best, 16, 0
reverse, 6100, quick, -1, 0
reverse, 6100, best, 16, 0
reverse, 6200, quick, -1, 0
reverse, 6200, best, 16, 0
reverse, 6300, quick, -1, 0
reverse, 6300, best, 16, 0
reverse, 6400, quick, -1, 0
reverse, 6400, best, 16, 0
reverse, 6500, quick, -1, 0
reverse, 6500, best, 16, 0
reverse, 6600, quick, -1, 0
reverse, 6600, best, 16, 0
reverse, 6700, quick, -1, 0
reverse, 6700, best, 16, 0
reverse, 6800, quick, -1, 0
reverse, 6800, best, 16, 0
reverse, 6900, quick, -1, 0
reverse, 6900, best, 16, 0
reverse, 7000, quick, -1, 0
reverse, 7000, best, 16, 0
reverse, 7100, quick, -1, 0
reverse, 7100, best, 16, 0
reverse, 7200, quick, -1, 0
reverse, 7200, best, 16, 0
reverse, 7300, quick, -1, 0
reverse, 7300, best, 16, 0
reverse, 7400, quick, -1, 0
reverse, 7400, best, 16, 0
reverse, 7500, quick, -1, 0
reverse, 7500, best, 16, 0
reverse, 7600, quick, -1, 0
reverse, 7600, best, 16, 0
reverse, 7700, quick, -1, 0
reverse, 7700, best, 16, 0
reverse, 7800, quick, -1, 0
reverse, 7800, best, 16, 0
reverse, 7900, quick, -1, 0
reverse, 7900, best, 16, 0
reverse, 8000, quick, -1, 0
reverse, 8000, best, 16, 0
reverse, 8100, quick, -1, 0
reverse, 8100, best, 16, 0
reverse, 8200, quick, -1, 0
reverse, 8200, best, 16, 0
reverse, 8300, quick, -1, 0
reverse, 8300, best, 16, 0
reverse, 8400, quick, -1, 0
reverse, 8400, best, 16, 0
reverse, 8500, quick, -1, 0
reverse, 8500, best, 16, 0
reverse, 8600, quick, -1, 0
reverse, 8600, best, 16, 0
reverse, 8700, quick, -1, 0
reverse, 8700, best, 16, 0
reverse, 8800, quick, -1, 0
reverse, 8800, best, 16, 0
reverse, 8900, quick, -1, 0
reverse, 8900, best, 16, 0
reverse, 9000, quick, -1, 0
reverse, 9000, best, 16, 0
reverse, 9100, quick, -1, 0
reverse, 9100, best, 16, 0
reverse, 9200, quick, -1, 0
reverse, 9200, best, 16, 0
reverse, 9300, quick, -1, 0
reverse, 9300, best, 16, 0
reverse, 9400, quick, -1, 0
reverse, 9400, best, 16, 0
reverse, 9500, quick, -1, 0
reverse, 9500, best, 16, 0
reverse, 9600, quick, -1, 0
reverse, 9600, best, 16, 0
reverse, 9700, quick, -1, 0
reverse, 9700, best, 16, 0
reverse, 9800, quick, -1, 0
reverse, 9800, best, 16, 0
reverse, 9900, quick, -1, 0
reverse, 9900, best, 16, 0
reverse, 10000, quick, -1, 0
reverse, 10000, best, 16, 0
reverse, 10100, quick, -1, 0
reverse, 10100, best, 16, 0
reverse, 10200, quick, -1, 0
reverse, 10200, best, 16, 0
reverse, 10300, quick, -1, 0
reverse, 10300, best, 16, 0
reverse, 10400, quick, -1, 0
reverse, 10400, best, 16, 0
reverse, 10500, quick, -1, 0
reverse, 10500, best, 16, 0
reverse, 10600, quick, -1, 0
reverse, 10600, best, 16, 0
reverse, 10700, quick, -1, 0
reverse, 10700, best, 16, 0
reverse, 10800, quick, -1, 0
reverse, 10800, best, 16, 0
reverse, 10900, quick, -1, 0
reverse, 10900, best, 16, 0
reverse, 11000, quick, -1, 0
reverse, 11000, best, 16, 0
reverse, 11100, quick, -1, 0
reverse, 11100, best, 16, 0
reverse, 11200, quick, -1, 0
reverse, 11200, best, 16, 0
reverse, 11300, quick, -1, 0
reverse, 11300, best, 16, 0
reverse, 11400, quick, -1, 0
reverse, 11400, best, 16, 0
reverse, 11500, quick, -1, 0
reverse, 11500, best, 16, 0
reverse, 11600, quick, -1, 0
reverse, 11600, best, 16, 0
reverse, 11700, quick, -1, 0
reverse, 11700, best, 16, 0
reverse, 11800, quick, -1, 0
reverse, 11800, best, 16, 0
reverse, 11900, quick, -1, 0
reverse, 11900, best, 16, 0
reverse, 12000, quick, -1, 0
reverse, 12000, best, 16, 0
reverse, 12100, quick, -1, 0
reverse, 12100, best, 16, 0
reverse, 12200, quick, -1, 0
reverse, 12200, best, 16, 0
reverse, 12300, quick, -1, 0
reverse, 12300, best, 16, 0
reverse, 12400, quick, -1, 0
reverse, 12400, best, 16, 0
reverse, 12500, quick, -1, 0
reverse, 12500, best, 16, 0
reverse, 12600, quick, -1, 0
reverse, 12600, best, 16, 0
reverse, 12700, quick, -1, 0
reverse, 12700, best, 16, 0
reverse, 12800, quick, -1, 0
reverse, 12800, best, 16, 0
reverse, 12900, quick, -1, 0
reverse, 12900, best, 16, 0
reverse, 13000, quick, -1, 0
reverse, 13000, best, 16, 0
reverse, 13100, quick, -1, 0
reverse, 13100, best, 16, 0
reverse, 13200, quick, -1, 0
reverse, 13200, best, 16, 0
reverse, 13300, quick, -1, 0
reverse, 13300, best, 16, 0
reverse, 13400, quick, -1, 0
reverse, 13400, best, 16, 0
reverse, 13500, quick, -1, 0
reverse, 13500, best, 16, 0
reverse, 13600, quick, -1, 0
reverse, 13600, best, 16, 0
reverse, 13700, quick, -1, 1
reverse, 13700, best, 16, 0
reverse, 13800, quick, -1, 1
reverse, 13800, best, 16, 0
reverse, 13900, quick, -1, 1
reverse, 13900, best, 16, 0
reverse, 14000, quick, -1, 0
reverse, 14000, best, 16, 0
reverse, 14100, quick, -1, 1
reverse, 14100, best, 16, 0
reverse, 14200, quick, -1, 1
reverse, 14200, best, 16, 0
reverse, 14300, quick, -1, 1
reverse, 14300, best, 16, 0
reverse, 14400, quick, -1, 1
reverse, 14400, best, 16, 0
reverse, 14500, quick, -1, 1
reverse, 14500, best, 16, 0
reverse, 14600, quick, -1, 1
reverse, 14600, best, 16, 0
reverse, 14700, quick, -1, 1
reverse, 14700, best, 16, 0
reverse, 14800, quick, -1, 1
reverse, 14800, best, 16, 0
reverse, 14900, quick, -1, 1
reverse, 14900, best, 16, 0
reverse, 15000, quick, -1, 1
reverse, 15000, best, 16, 0
reverse, 15100, quick, -1, 1
reverse, 15100, best, 16, 0
reverse, 15200, quick, -1, 1
reverse, 15200, best, 16, 0
reverse, 15300, quick, -1, 1
reverse, 15300, best, 16, 0
reverse, 15400, quick, -1, 1
reverse, 15400, best, 16, 0
reverse, 15500, quick, -1, 1
reverse, 15500, best, 16, 0
reverse, 15600, quick, -1, 1
reverse, 15600, best, 16, 0
reverse, 15700, quick, -1, 1
reverse, 15700, best, 16, 0
reverse, 15800, quick, -1, 1
reverse, 15800, best, 16, 0
reverse, 15900, quick, -1, 1
reverse, 15900, best, 16, 0
reverse, 16000, quick, -1, 1
reverse, 16000, best, 16, 0
reverse, 16100, quick, -1, 1
reverse, 16100, best, 16, 0
reverse, 16200, quick, -1, 1
reverse, 16200, best, 16, 0
reverse, 16300, quick, -1, 1
reverse, 16300, best, 16, 0
reverse, 16400, quick, -1, 1
reverse, 16400, best, 16, 0
reverse, 16500, quick, -1, 1
reverse, 16500, best, 16, 0
reverse, 16600, quick, -1, 1
reverse, 16600, best, 16, 0
reverse, 16700, quick, -1, 1
reverse, 16700, best, 16, 0
reverse, 16800, quick, -1, 1
reverse, 16800, best, 16, 0
reverse, 16900, quick, -1, 1
reverse, 16900, best, 16, 0
reverse, 17000, quick, -1, 1
reverse, 17000, best, 16, 0
reverse, 17100, quick, -1, 1
reverse, 17100, best, 16, 0
reverse, 17200, quick, -1, 1
reverse, 17200, best, 16, 0
reverse, 17300, quick, -1, 1
reverse, 17300, best, 16, 0
reverse, 17400, quick, -1, 1
reverse, 17400, best, 16, 0
reverse, 17500, quick, -1, 1
reverse, 17500, best, 16, 0
reverse, 17600, quick, -1, 1
reverse, 17600, best, 16, 0
reverse, 17700, quick, -1, 1
reverse, 17700, best, 16, 0
reverse, 17800, quick, -1, 1
reverse, 17800, best, 16, 0
reverse, 17900, quick, -1, 1
reverse, 17900, best, 16, 0
reverse, 18000, quick, -1, 1
reverse, 18000, best, 16, 0
reverse, 18100, quick, -1, 1
reverse, 18100, best, 16, 0
reverse, 18200, quick, -1, 1
reverse, 18200, best, 16, 0
reverse, 18300, quick, -1, 1
reverse, 18300, best, 16, 0
reverse, 18400, quick, -1, 1
reverse, 18400, best, 16, 0
reverse, 18500, quick, -1, 1
reverse, 18500, best, 16, 0
reverse, 18600, quick, -1, 1
reverse, 18600, best, 16, 0
reverse, 18700, quick, -1, 1
reverse, 18700, best, 16, 0
reverse, 18800, quick, -1, 1
reverse, 18800, best, 16, 0
reverse, 18900, quick, -1, 1
reverse, 18900, best, 16, 0
reverse, 19000, quick, -1, 1
reverse, 19000, best, 16, 0
reverse, 19100, quick, -1, 1
reverse, 19100, best, 16, 0
reverse, 19200, quick, -1, 1
reverse, 19200, best, 16, 0
reverse, 19300, quick, -1, 1
reverse, 19300, best, 16, 0
reverse, 19400, quick, -1, 1
reverse, 19400, best, 16, 0
reverse, 19500, quick, -1, 1
reverse, 19500, best, 16, 0
reverse, 19600, quick, -1, 1
reverse, 19600, best, 16, 0
reverse, 19700, quick, -1, 1
reverse, 19700, best, 16, 0
reverse, 19800, quick, -1, 1
reverse, 19800, best, 16, 0
reverse, 19900, quick, -1, 1
reverse, 19900, best, 16, 0
reverse, 20000, quick, -1, 1
reverse, 20000, best, 16, 0
reverse, 20100, quick, -1, 1
reverse, 20100, best, 16, 0
reverse, 20200, quick, -1, 1
reverse, 20200, best, 16, 0
reverse, 20300, quick, -1, 1
reverse, 20300, best, 16, 0
reverse, 20400, quick, -1, 1
reverse, 20400, best, 16, 0
reverse, 20500, quick, -1, 1
reverse, 20500, best, 16, 0
reverse, 20600, quick, -1, 1
reverse, 20600, best, 16, 0
reverse, 20700, quick, -1, 1
reverse, 20700, best, 16, 0
reverse, 20800, quick, -1, 1
reverse, 20800, best, 16, 0
reverse, 20900, quick, -1, 1
reverse, 20900, best, 16, 0
reverse, 21000, quick, -1, 1
reverse, 21000, best, 16, 0
reverse, 21100, quick, -1, 1
reverse, 21100, best, 16, 0
reverse, 21200, quick, -1, 1
reverse, 21200, best, 16, 0
reverse, 21300, quick, -1, 1
reverse, 21300, best, 16, 0
reverse, 21400, quick, -1, 1
reverse, 21400, best, 16, 0
reverse, 21500, quick, -1, 1
reverse, 21500, best, 16, 0
reverse, 21600, quick, -1, 1
reverse, 21600, best, 16, 0
reverse, 21700, quick, -1, 1
reverse, 21700, best, 16, 0
reverse, 21800, quick, -1, 1
reverse, 21800, best, 16, 0
reverse, 21900, quick, -1, 1
reverse, 21900, best, 16, 0
reverse, 22000, quick, -1, 1
reverse, 22000, best, 16, 0
reverse, 22100, quick, -1, 1
reverse, 22100, best, 16, 0
reverse, 22200, quick, -1, 1
reverse, 22200, best, 16, 0
reverse, 22300, quick, -1, 1
reverse, 22300, best, 16, 0
reverse, 22400, quick, -1, 1
reverse, 22400, best, 16, 0
reverse, 22500, quick, -1, 1
reverse, 22500, best, 16, 0
reverse, 22600, quick, -1, 1
reverse, 22600, best, 16, 0
reverse, 22700, quick, -1, 1
reverse, 22700, best, 16, 0
reverse, 22800, quick, -1, 1
reverse, 22800, best, 16, 0
reverse, 22900, quick, -1, 1
reverse, 22900, best, 16, 0
reverse, 23000, quick, -1, 1
reverse, 23000, best, 16, 0
reverse, 23100, quick, -1, 1
reverse, 23100, best, 16, 0
reverse, 23200, quick, -1, 1
reverse, 23200, best, 16, 0
reverse, 23300, quick, -1, 1
reverse, 23300, best, 16, 0
reverse, 23400, quick, -1, 1
reverse, 23400, best, 16, 0
reverse, 23500, quick, -1, 1
reverse, 23500, best, 16, 0
reverse, 23600, quick, -1, 1
reverse, 23600, best, 16, 0
reverse, 23700, quick, -1, 1
reverse, 23700, best, 16, 0
reverse, 23800, quick, -1, 1
reverse, 23800, best, 16, 0
reverse, 23900, quick, -1, 1
reverse, 23900, best, 16, 0
reverse, 24000, quick, -1, 1
reverse, 24000, best, 16, 0
reverse, 24100, quick, -1, 1
reverse, 24100, best, 16, 0
reverse, 24200, quick, -1, 1
reverse, 24200, best, 16, 0
reverse, 24300, quick, -1, 1
reverse, 24300, best, 16, 0
reverse, 24400, quick, -1, 1
reverse, 24400, best, 16, 0
reverse, 24500, quick, -1, 1
reverse, 24500, best, 16, 0
reverse, 24600, quick, -1, 1
reverse, 24600, best, 16, 0
reverse, 24700, quick, -1, 1
reverse, 24700, best, 16, 0
reverse, 24800, quick, -1, 1
reverse, 24800, best, 16, 0
reverse, 24900, quick, -1, 1
reverse, 24900, best, 16, 0
reverse, 25000, quick, -1, 1
reverse, 25000, best, 16, 0
reverse, 25100, quick, -1, 1
reverse, 25100, best, 16, 0
reverse, 25200, quick, -1, 1
reverse, 25200, best, 16, 0
reverse, 25300, quick, -1, 1
reverse, 25300, best, 16, 0
reverse, 25400, quick, -1, 1
reverse, 25400, best, 16, 0
reverse, 25500, quick, -1, 1
reverse, 25500, best, 16, 0
reverse, 25600, quick, -1, 1
reverse, 25600, best, 16, 0
reverse, 25700, quick, -1, 1
reverse, 25700, best, 16, 0
reverse, 25800, quick, -1, 1
reverse, 25800, best, 16, 0
reverse, 25900, quick, -1, 1
reverse, 25900, best, 16, 0
reverse, 26000, quick, -1, 1
reverse, 26000, best, 16, 0
reverse, 26100, quick, -1, 1
reverse, 26100, best, 16, 0
reverse, 26200, quick, -1, 1
reverse, 26200, best, 16, 0
reverse, 26300, quick, -1, 1
reverse, 26300, best, 16, 0
reverse, 26400, quick, -1, 1
reverse, 26400, best, 16, 0
reverse, 26500, quick, -1, 1
reverse, 26500, best, 16, 0
reverse, 26600, quick, -1, 1
reverse, 26600, best, 16, 0
reverse, 26700, quick, -1, 1
reverse, 26700, best, 16, 0
reverse, 26800, quick, -1, 1
reverse, 26800, best, 16, 0
reverse, 26900, quick, -1, 1
reverse, 26900, best, 16, 0
reverse, 27000, quick, -1, 1
reverse, 27000, best, 16, 0
reverse, 27100, quick, -1, 1
reverse, 27100, best, 16, 0
reverse, 27200, quick, -1, 1
reverse, 27200, best, 16, 0
reverse, 27300, quick, -1, 1
reverse, 27300, best, 16, 0
reverse, 27400, quick, -1, 1
reverse, 27400, best, 16, 0
reverse, 27500, quick, -1, 1
reverse, 27500, best, 16, 0
reverse, 27600, quick, -1, 1
reverse, 27600, best, 16, 0
reverse, 27700, quick, -1, 1
reverse, 27700, best, 16, 0
reverse, 27800, quick, -1, 2
reverse, 27800, best, 16, 0
reverse, 27900, quick, -1, 2
reverse, 27900, best, 16, 0
reverse, 28000, quick, -1, 2
reverse, 28000, best, 16, 0
reverse, 28100, quick, -1, 2
reverse, 28100, best, 16, 0
reverse, 28200, quick, -1, 2
reverse, 28200, best, 16, 0
reverse, 28300, quick, -1, 2
reverse, 28300, best, 16, 0
reverse, 28400, quick, -1, 9
reverse, 28400, best, 16, 1
reverse, 28500, quick, -1, 3
reverse, 28500, best, 16, 0
reverse, 28600, quick, -1, 2
reverse, 28600, best, 16, 0
reverse, 28700, quick, -1, 2
reverse, 28700, best, 16, 0
reverse, 28800, quick, -1, 2
reverse, 28800, best, 16, 0
reverse, 28900, quick, -1, 2
reverse, 28900, best, 16, 0
reverse, 29000, quick, -1, 2
reverse, 29000, best, 16, 0
reverse, 29100, quick, -1, 2
reverse, 29100, best, 16, 1
reverse, 29200, quick, -1, 2
reverse, 29200, best, 16, 0
reverse, 29300, quick, -1, 2
reverse, 29300, best, 16, 0
reverse, 29400, quick, -1, 2
reverse, 29400, best, 16, 1
reverse, 29500, quick, -1, 2
reverse, 29500, best, 16, 1
reverse, 29600, quick, -1, 2
reverse, 29600, best, 16, 1
reverse, 29700, quick, -1, 2
reverse, 29700, best, 16, 1
reverse, 29800, quick, -1, 2
reverse, 29800, best, 16, 1
reverse, 29900, quick, -1, 2
reverse, 29900, best, 16, 1
reverse, 30000, quick, -1, 2
reverse, 30000, best, 16, 1
reverse, 30100, quick, -1, 2
reverse, 30100, best, 16, 1
reverse, 30200, quick, -1, 2
reverse, 30200, best, 16, 1
reverse, 30300, quick, -1, 2
reverse, 30300, best, 16, 1
reverse, 30400, quick, -1, 2
reverse, 30400, best, 16, 1
reverse, 30500, quick, -1, 2
reverse, 30500, best, 16, 1
reverse, 30600, quick, -1, 2
reverse, 30600, best, 16, 1
reverse, 30700, quick, -1, 2
reverse, 30700, best, 16, 1
reverse, 30800, quick, -1, 2
reverse, 30800, best, 16, 1
reverse, 30900, quick, -1, 2
reverse, 30900, best, 16, 1
reverse, 31000, quick, -1, 2
reverse, 31000, best, 16, 1
reverse, 31100, quick, -1, 2
reverse, 31100, best, 16, 1
reverse, 31200, quick, -1, 2
reverse, 31200, best, 16, 1
reverse, 31300, quick, -1, 2
reverse, 31300, best, 16, 1
reverse, 31400, quick, -1, 2
reverse, 31400, best, 16, 1
reverse, 31500, quick, -1, 2
reverse, 31500, best, 16, 1
reverse, 31600, quick, -1, 2
reverse, 31600, best, 16, 1
reverse, 31700, quick, -1, 2
reverse, 31700, best, 16, 1
reverse, 31800, quick, -1, 2
reverse, 31800, best, 16, 1
reverse, 31900, quick, -1, 2
reverse, 31900, best, 16, 1
reverse, 32000, quick, -1, 2
reverse, 32000, best, 16, 1
reverse, 32100, quick, -1, 2
reverse, 32100, best, 16, 1
reverse, 32200, quick, -1, 2
reverse, 32200, best, 16, 1
reverse, 32300, quick, -1, 2
reverse, 32300, best, 16, 1
reverse, 32400, quick, -1, 2
reverse, 32400, best, 16, 1
reverse, 32500, quick, -1, 2
reverse, 32500, best, 16, 1
reverse, 32600, quick, -1, 2
reverse, 32600, best, 16, 1
reverse, 32700, quick, -1, 2
reverse, 32700, best, 16, 1
reverse, 32800, quick, -1, 2
reverse, 32800, best, 16, 1
reverse, 32900, quick, -1, 2
reverse, 32900, best, 16, 1
reverse, 33000, quick, -1, 2
reverse, 33000, best, 16, 1
reverse, 33100, quick, -1, 2
reverse, 33100, best, 16, 1
reverse, 33200, quick, -1, 2
reverse, 33200, best, 16, 1
reverse, 33300, quick, -1, 2
reverse, 33300, best, 16, 1
reverse, 33400, quick, -1, 2
reverse, 33400, best, 16, 1
reverse, 33500, quick, -1, 2
reverse, 33500, best, 16, 1
reverse, 33600, quick, -1, 2
reverse, 33600, best, 16, 1
reverse, 33700, quick, -1, 2
reverse, 33700, best, 16, 1
reverse, 33800, quick, -1, 2
reverse, 33800, best, 16, 1
reverse, 33900, quick, -1, 2
reverse, 33900, best, 16, 1
reverse, 34000, quick, -1, 2
reverse, 34000, best, 16, 1
reverse, 34100, quick, -1, 2
reverse, 34100, best, 16, 1
reverse, 34200, quick, -1, 2
reverse, 34200, best, 16, 1
reverse, 34300, quick, -1, 2
reverse, 34300, best, 16, 1
reverse, 34400, quick, -1, 2
reverse, 34400, best, 16, 1
reverse, 34500, quick, -1, 3
reverse, 34500, best, 16, 1
reverse, 34600, quick, -1, 2
reverse, 34600, best, 16, 1
reverse, 34700, quick, -1, 2
reverse, 34700, best, 16, 1
reverse, 34800, quick, -1, 2
reverse, 34800, best, 16, 1
reverse, 34900, quick, -1, 2
reverse, 34900, best, 16, 1
reverse, 35000, quick, -1, 2
reverse, 35000, best, 16, 1
reverse, 35100, quick, -1, 2
reverse, 35100, best, 16, 1
reverse, 35200, quick, -1, 2
reverse, 35200, best, 16, 1
reverse, 35300, quick, -1, 2
reverse, 35300, best, 16, 1
reverse, 35400, quick, -1, 2
reverse, 35400, best, 16, 1
reverse, 35500, quick, -1, 2
reverse, 35500, best, 16, 1
reverse, 35600, quick, -1, 2
reverse, 35600, best, 16, 1
reverse, 35700, quick, -1, 2
reverse, 35700, best, 16, 1
reverse, 35800, quick, -1, 2
reverse, 35800, best, 16, 1
reverse, 35900, quick, -1, 2
reverse, 35900, best, 16, 1
reverse, 36000, quick, -1, 2
reverse, 36000, best, 16, 1
reverse, 36100, quick, -1, 2
reverse, 36100, best, 16, 1
reverse, 36200, quick, -1, 2
reverse, 36200, best, 16, 1
reverse, 36300, quick, -1, 2
reverse, 36300, best, 16, 1
reverse, 36400, quick, -1, 2
reverse, 36400, best, 16, 1
reverse, 36500, quick, -1, 2
reverse, 36500, best, 16, 1
reverse, 36600, quick, -1, 2
reverse, 36600, best, 16, 1
reverse, 36700, quick, -1, 2
reverse, 36700, best, 16, 1
reverse, 36800, quick, -1, 2
reverse, 36800, best, 16, 1
reverse, 36900, quick, -1, 2
reverse, 36900, best, 16, 1
reverse, 37000, quick, -1, 2
reverse, 37000, best, 16, 1
reverse, 37100, quick, -1, 2
reverse, 37100, best, 16, 1
reverse, 37200, quick, -1, 2
reverse, 37200, best, 16, 1
reverse, 37300, quick, -1, 2
reverse, 37300, best, 16, 1
reverse, 37400, quick, -1, 2
reverse, 37400, best, 16, 1
reverse, 37500, quick, -1, 2
reverse, 37500, best, 16, 1
reverse, 37600, quick, -1, 2
reverse, 37600, best, 16, 1
reverse, 37700, quick, -1, 2
reverse, 37700, best, 16, 1
reverse, 37800, quick, -1, 2
reverse, 37800, best, 16, 1
reverse, 37900, quick, -1, 2
reverse, 37900, best, 16, 1
reverse, 38000, quick, -1, 2
reverse, 38000, best, 16, 1
reverse, 38100, quick, -1, 2
reverse, 38100, best, 16, 1
reverse, 38200, quick, -1, 2
reverse, 38200, best, 16, 1
reverse, 38300, quick, -1, 2
reverse, 38300, best, 16, 1
reverse, 38400, quick, -1, 2
reverse, 38400, best, 16, 1
reverse, 38500, quick, -1, 2
reverse, 38500, best, 16, 1
reverse, 38600, quick, -1, 2
reverse, 38600, best, 16, 1
reverse, 38700, quick, -1, 2
reverse, 38700, best, 16, 1
reverse, 38800, quick, -1, 2
reverse, 38800, best, 16, 1
reverse, 38900, quick, -1, 2
reverse, 38900, best, 16, 1
reverse, 39000, quick, -1, 2
reverse, 39000, best, 16, 1
reverse, 39100, quick, -1, 2
reverse, 39100, best, 16, 1
reverse, 39200, quick, -1, 2
reverse, 39200, best, 16, 1
reverse, 39300, quick, -1, 2
reverse, 39300, best, 16, 1
reverse, 39400, quick, -1, 2
reverse, 39400, best, 16, 1
reverse, 39500, quick, -1, 2
reverse, 39500, best, 16, 1
reverse, 39600, quick, -1, 2
reverse, 39600, best, 16, 1
reverse, 39700, quick, -1, 2
reverse, 39700, best, 16, 1
reverse, 39800, quick, -1, 2
reverse, 39800, best, 16, 1
reverse, 39900, quick, -1, 2
reverse, 39900, best, 16, 1
